"Continent","Country","Year","Life Expectancy","Gender","BMI","Blood Pressure","Cholesterol","Lung Cancer","Liver Cancer","Stomach Cancer","Population","Population Growth"
"Africa","Namibia",1990,64.5,"men",21.2,135,4.53,17.9,7.08,11,690.049,3.10543164326011
"Asia","Nepal",1990,54.8,"men",20.7,124,4.37,480,126,595,9395.937,2.94508147510994
"Europe","Netherlands",1990,80.1,"men",24.5,134,5.69,8130,179,2030,7402.106,0.681360142640492
"Oceania","New Zealand",1990,78.3,"men",25.9,132,5.83,967,54.6,273,1672.54,1.40044483241059
"Americas","Nicaragua",1990,67.1,"men",24.5,128,4.57,59,49.2,90,2070.253,2.19934471777119
"Africa","Niger",1990,44.2,"men",20.7,136,4.01,116,405,191,3925.01,3.36057742528044
"Africa","Nigeria",1990,47.2,"men",21.3,130,3.89,1570,9840,965,47896.887,2.5951978883304
"Europe","Norway",1990,80,"men",25.2,137,5.73,1210,60.5,549,2099.924,0.523733239869636
"Asia","Oman",1990,69.2,"men",24.1,131,5.02,20.8,15.1,21.2,1008.696,6.1322737474918
"Asia","Pakistan",1990,60.8,"men",21.7,124,4.64,5920,1810,2010,55820.76,2.83500081331748
"Americas","Panama",1990,76,"men",24.3,130,4.79,147,38.3,127,1248.974,2.06721677152607
"Oceania","Papua New Guinea",1990,61.9,"men",23,119,4.65,215,70.9,152,2348.434,2.35148188111737
"Americas","Paraguay",1990,70.3,"men",24.1,131,4.74,155,40.4,146,2139.388,2.63682885011977
"Americas","Peru",1990,68,"men",23.5,127,4.86,928,402,1410,10978.391,2.04025343968894
"Asia","Philippines",1990,68,"men",21.8,125,4.69,3560,516,1080,31267.88,2.49401622367745
"Europe","Poland",1990,75.3,"men",25.4,136,5.33,15100,761,4940,18484.611,0.303122418967859
"Europe","Portugal",1990,78.1,"men",25.3,136,5.32,2080,332,2020,4763.013,0.21242856150089
"Asia","Qatar",1990,76.2,"men",25.8,133,5.29,13.1,8.02,5.23,318.807,2.09782093868704
"Europe","Romania",1990,72.9,"men",24.8,135,5.18,5830,752,2720,11579.505,-0.180327224695696
"Africa","Rwanda",1990,36,"men",21.8,132,4.09,92.3,122,150,3595.187,-2.98732722386903
"Oceania","Samoa",1990,68.4,"men",27.4,130,4.6,4.36,2.82,5.26,84.981,0.689565902966544
"Africa","Sao Tome and Principe",1990,63.6,"men",21.8,135,4.12,5.53,0.68,5,58.884,2.33170300930643
"Asia","Saudi Arabia",1990,70.9,"men",25.9,130,5.07,222,338,158,9087.121,3.34286293755746
"Africa","Senegal",1990,58.8,"men",20.7,131,4.2,170,429,218,3746.116,3.00319050451188
"Europe","Serbia",1990,74.4,"men",26,139,5.01,3260,394,805,4698.052,0.867657488678285
"Africa","Seychelles",1990,75.6,"men",23.2,136,5.12,5.58,0.53,3.62,35.206,1.21854229392716
"Africa","Sierra Leone",1990,37.9,"men",21.8,133,4.06,85.1,279,144,2133.215,0.712070747674288
"Asia","Singapore",1990,78.2,"men",23.2,129,5.34,546,223,280,1515.834,2.96008665856551
"Europe","Slovenia",1990,77.1,"men",26.1,138,5.37,735,48.7,350,975.21,0.00717794116138435
"Oceania","Solomon Islands",1990,57.1,"men",25.1,124,4.56,16.6,11.7,11.2,160.239,2.82577899262975
"Africa","Somalia",1990,47,"men",21.3,130,4.32,80.1,116,154,3630.396,0.616571856073002
"Africa","South Africa",1990,66,"men",23.5,134,4.63,3320,1020,855,18285.907,2.36253525734328
"Europe","Spain",1990,80.7,"men",25.7,132,5.47,14600,2270,5590,19204.014,0.218454329391767
"Asia","Sri Lanka",1990,73.2,"men",20.8,126,4.47,464,123,360,8748.041,1.10342418376869
"Africa","Sudan",1990,57,"men",21,129,4.44,565,534,452,10103.186,3.69822944960135
"Americas","Suriname",1990,71,"men",23.8,128,4.68,19.6,12.5,13.8,205.95,1.92425345957758
"Europe","Sweden",1990,80.5,"men",25.2,134,5.71,2010,321,1030,4232.154,0.683694402424852
"Europe","Switzerland",1990,80.9,"men",25.4,134,5.75,2600,329,859,3247.534,1.01193705747191
"Asia","Tajikistan",1990,66.6,"men",24.3,133,4.79,269,114,454,2619.151,2.31021426408788
"Asia","Thailand",1990,73.4,"men",21.3,122,4.72,5440,5670,1690,28018.398,1.20851306345209
"Asia","Timor-Leste",1990,50.1,"men",20.1,122,4.27,22.1,7.57,12.1,372.681,2.90382391374929
"Africa","Togo",1990,57.1,"men",21.1,131,4.03,72.1,226,99,1861.74,2.28141416094621
"Oceania","Tonga",1990,71.1,"men",28.1,128,4.88,10.2,9.69,5.53,48.229,0.201123805179459
"Americas","Trinidad and Tobago",1990,70.9,"men",25.1,129,4.7,72.6,30.3,56.7,608.57,0.667630675189376
"Africa","Tunisia",1990,71,"men",23,129,4.44,1040,60,206,4151.513,2.32423697095493
"Asia","Turkey",1990,68,"men",24.6,126,4.8,12300,944,4420,26630.264,1.67334052715362
"Asia","Turkmenistan",1990,66.5,"men",24.6,134,4.91,222,55,233,1810.473,2.91167004423707
"Africa","Uganda",1990,48.5,"men",21.5,131,4,231,389,335,8618.541,3.35392034452236
"Europe","Ukraine",1990,74.2,"men",25,138,5.26,22000,1080,11400,23933.036,0.0900011181197441
"Asia","United Arab Emirates",1990,73.1,"men",26,132,5.39,35.3,24.9,20.5,1198.32,6.25208625408906
"Europe","United Kingdom",1990,78.4,"men",25.6,137,5.88,28100,952,7290,27772.1,0.272834967467353
"Americas","United States",1990,78.7,"men",26.6,127,5.46,111000,5670,14800,123549.353,0.986196989635391
"Americas","Uruguay",1990,76.4,"men",24.9,132,5.15,1180,47,504,1508.282,0.654585813528243
"Asia","Uzbekistan",1990,69.4,"men",24.8,129,4.75,1300,358,1330,10090.933,2.48740131363471
"Oceania","Vanuatu",1990,64.7,"men",24.5,132,4.7,9.23,2.92,5.53,75.381,2.72482455791247
"Asia","Yemen",1990,59.3,"men",23.4,127,4.57,274,147,255,5781.773,5.55860633061864
"Africa","Zambia",1990,47.4,"men",20,129,4.43,43.2,142,86,4005.703,2.55203643405416
"Africa","Zimbabwe",1990,61.1,"men",21.6,130,4.33,457,570,239,5190.943,2.29465050955095
"Asia","Afghanistan",1991,51.7,"men",21.2,125,4.47,521,110,439,6821.673,7.51906695077102
"Europe","Albania",1991,75,"men",25.3,133,4.94,462,151,206,1668.923,-0.822103250796167
"Africa","Algeria",1991,68.6,"men",23.1,130,4.85,1150,185,613,13364.921,2.52030378100031
"Africa","Angola",1991,44.1,"men",21.1,134,4.44,277,326,295,6132.443,3.2963506782418
"Americas","Antigua and Barbuda",1991,74,"men",24.4,132,4.88,3.33,2.13,6.24,30.667,1.16447845879792
"Americas","Argentina",1991,75.4,"men",26,127,5.2,7020,830,3340,16103.089,1.37335171637173
"Asia","Armenia",1991,71,"men",24.2,135,4.96,807,134,356,1692.67,-1.29122026204621
"Oceania","Australia",1991,80.3,"men",25.9,133,5.55,5150,296,1340,8564.678,1.29620253284325
"Europe","Austria",1991,79,"men",25.4,135,5.65,2650,384,1170,3724.403,0.804726591352788
"Asia","Azerbaijan",1991,68.9,"men",24.8,134,4.93,889,201,801,3596.313,1.54925373724356
"Americas","Bahamas",1991,74.3,"men",25.4,134,5.24,18.4,7.9,15,129.473,1.83979108657009
"Asia","Bahrain",1991,73.8,"men",25.3,132,5.15,38.3,5.45,10.8,294.449,2.8937547175086
"Asia","Bangladesh",1991,59.4,"men",20.2,124,4.41,6550,858,3310,54448.12,2.31505145459726
"Americas","Barbados",1991,73.7,"men",25,131,4.95,18.8,9.65,35.1,126.079,0.430145213837924
"Europe","Belarus",1991,75.3,"men",25.1,137,5.27,3620,217,2380,4766.428,0.11798409976788
"Europe","Belgium",1991,79.4,"men",25.6,133,5.83,6370,271,1280,4912.609,0.341900418107517
"Americas","Belize",1991,73.4,"men",25.2,126,4.68,7.4,5.32,7.28,96.367,1.89802478534873
"Africa","Benin",1991,56.2,"men",21.3,131,4.07,90.2,282,134,2510.18,3.57493583765896
"Asia","Bhutan",1991,53.9,"men",21.8,125,4.44,9.85,5.94,12.3,274.651,0.674459607567155
"Europe","Bosnia and Herzegovina",1991,74.3,"men",25.4,133,4.81,1380,170,373,2161.01,-2.23841772638644
"Africa","Botswana",1991,63.7,"men",20.3,133,4.59,71.2,25.1,19,634.761,3.16485938292311
"Americas","Brazil",1991,69.6,"men",23.7,133,4.85,9480,2250,9590,75369.084,1.74317730943789
"Europe","Bulgaria",1991,74.8,"men",25.8,136,5.26,2680,511,1300,4314.885,-0.976878230672421
"Africa","Burkina Faso",1991,50.5,"men",20.4,129,3.95,104,548,246,4424.2,2.75240437653431
"Africa","Burundi",1991,49.5,"men",21.3,131,4.03,108,107,168,2726.278,2.31268386540386
"Asia","Cambodia",1991,56.2,"men",19.9,120,4.29,575,122,319,4492.858,3.64912750191479
"Africa","Cameroon",1991,53.2,"men",22.5,130,4.18,283,1000,308,6035.824,3.06448189548553
"Americas","Canada",1991,80.6,"men",26.2,130,5.41,10100,519,2560,13824.104,1.22617927721508
"Africa","Central African Republic",1991,50.5,"men",20.8,132,4.21,126,112,150,1417.855,2.57542741720781
"Africa","Chad",1991,48.2,"men",20.6,129,4.01,94.9,375,164,3055.077,3.29239158291348
"Americas","Chile",1991,77,"men",25.2,132,5,1170,265,1890,6629.577,1.6815333633336
"Asia","China",1991,71.2,"men",21.9,125,4.23,180000,199000,209000,612077.869,1.36097789970091
"Americas","Colombia",1991,72.6,"men",23.2,128,4.92,1700,546,2600,16628.624,1.92039303461424
"Africa","Comoros",1991,58.8,"men",21.5,131,4.31,5.19,6.78,7.19,212.622,3.0215227777078
"Americas","Costa Rica",1991,78.5,"men",24.6,128,4.67,136,61,404,1612.599,2.6172963004679
"Europe","Croatia",1991,76.2,"men",25.6,138,5.27,2320,124,1010,2307.711,-0.349941597234678
"Americas","Cuba",1991,76.7,"men",23.6,129,4.8,2270,358,542,5345.392,0.717443754516177
"Asia","Cyprus",1991,78.8,"men",26,133,5.43,97.1,14,33.2,396.833,2.11048526751599
"Europe","Denmark",1991,77.8,"men",24.8,133,5.78,2230,163,454,2543.344,0.296985621573829
"Africa","Djibouti",1991,58.4,"men",22.1,132,4.81,6.95,9.52,10.1,305.223,2.78287575052449
"Americas","Dominican Republic",1991,71.1,"men",23.5,128,4.36,265,114,173,3656.939,1.88395121301594
"Americas","Ecuador",1991,72.1,"men",24.4,129,4.78,287,200,867,5264.589,2.35013477639173
"Africa","Egypt",1991,67.4,"men",25.2,125,4.65,1290,3520,958,28864.813,2.33362957630872
"Americas","El Salvador",1991,69.7,"men",24.5,125,4.55,115,56.1,204,2603.853,1.27885385071961
"Africa","Equatorial Guinea",1991,50.3,"men",21.3,133,4.28,14.7,17.3,16.8,215.371,3.53379482742044
"Africa","Eritrea",1991,51.8,"men",20.2,124,4.07,33.7,37.9,58,1132.637,0.274359959558681
"Europe","Estonia",1991,74.3,"men",24.8,139,5.44,663,36.3,297,723.046,-1.21782611071643
"Africa","Ethiopia",1991,49.1,"men",19.6,125,4.13,1050,1140,1570,24740.846,3.6032384578151
"Oceania","Fiji",1991,67.9,"men",23.8,128,5.06,16.7,18.3,12.4,373.675,0.969228940143963
"Europe","Finland",1991,79.3,"men",25.8,138,5.75,1780,137,589,2437.303,0.522387474908603
"Europe","France",1991,81,"men",25,135,5.75,20100,3790,5870,27689.563,0.408362796043891
"Africa","Gabon",1991,62.7,"men",22.9,138,4.83,46.7,68.3,36.8,478.889,2.86145710499241
"Africa","Gambia",1991,53.8,"men",20.4,131,4.05,12.7,120,13.6,495.236,3.86225410007969
"Asia","Georgia",1991,73.9,"men",25,138,5.01,1060,184,531,2553.639,-0.718975542468269
"Europe","Germany",1991,78.8,"men",26.1,138,5.87,36200,2580,12400,38407.621,0.686997349783446
"Africa","Ghana",1991,58.3,"men",21.4,129,4,207,692,256,7659.746,2.97776950821241
"Europe","Greece",1991,79.7,"men",25.2,130,5.28,4670,1180,1090,5115.777,0.902640683564325
"Americas","Grenada",1991,71,"men",23.9,129,4.57,5.71,3.13,5.22,47.663,0.326260840279519
"Americas","Guatemala",1991,65.8,"men",23.9,125,4.44,169,157,347,4705.71,2.22730662674067
"Africa","Guinea",1991,51.4,"men",21.4,130,3.96,141,617,151,3138.234,2.92848741827504
"Africa","Guinea-Bissau",1991,51.7,"men",21.1,129,3.96,26.7,76.5,48.5,482.137,2.30937031834212
"Americas","Guyana",1991,67,"men",22.8,126,4.25,17.8,15.2,25.7,366.542,-0.0518089504052154
"Americas","Haiti",1991,56.5,"men",23,127,4.24,412,107,445,3530.966,2.01215201488219
"Americas","Honduras",1991,69.5,"men",23.8,126,4.45,98.2,54.3,166,2532.456,2.89416973018303
"Europe","Hungary",1991,73.9,"men",26,139,5.29,5540,568,1710,4972.037,-0.235404169013451
"Europe","Iceland",1991,80.6,"men",25.6,132,5.96,54.2,3.83,30,129.324,0.989403156406932
"Asia","India",1991,58.8,"men",20.7,125,4.59,24200,7540,31000,462697.149,2.08265114642512
"Asia","Indonesia",1991,65.1,"men",20.4,126,4.49,7060,2800,5130,92662.322,1.71901151050319
"Asia","Iraq",1991,70.1,"men",25.7,127,4.87,581,184,224,9021.099,2.68591113765088
"Europe","Ireland",1991,77.9,"men",26.2,136,5.65,1020,54.5,330,1749.105,0.125134594105389
"Asia","Israel",1991,78.7,"men",25.4,129,5.5,748,73.7,333,2286.155,2.97745009806068
"Europe","Italy",1991,80.4,"men",25.6,135,5.38,27900,5370,11900,27745.469,0.0462848226491849
"Americas","Jamaica",1991,74.3,"men",22.7,129,4.6,215,57,167,1203.223,0.767550654993306
"Asia","Japan",1991,82.1,"men",22.4,133,5.08,36900,24000,68500,61550.341,0.314657058765129
"Asia","Jordan",1991,71.6,"men",25.9,125,5.09,124,21.8,54,1969.275,5.41988083703153
"Asia","Kazakhstan",1991,71,"men",25,135,5.08,4220,1020,2280,7947.66,-0.0505427847376665
"Africa","Kenya",1991,59.4,"men",20.8,128,4.39,176,246,556,12213.878,3.33185533632639
"Oceania","Kiribati",1991,63.8,"men",26.5,125,4.52,3.41,2.05,2.36,36.467,1.82899586730705
"Asia","Kuwait",1991,73.5,"men",26.5,130,5.37,50.1,21.9,17.6,1157.567,-2.77423847028003
"Europe","Latvia",1991,74,"men",25.3,137,5.41,1050,57.9,484,1233.143,-0.667696659986209
"Asia","Lebanon",1991,72.1,"men",25.1,129,4.81,440,42.3,157,1443.973,4.37916367884156
"Africa","Lesotho",1991,61.2,"men",20.7,129,4.12,103,34.8,46.9,804.681,3.48969258449972
"Africa","Liberia",1991,49.6,"men",21.4,131,4.03,27,179,50.6,1014.044,-1.72487648302745
"Africa","Libya",1991,70.7,"men",25.3,134,4.99,280,53,61.8,2391.872,2.26329504667722
"Europe","Lithuania",1991,75.5,"men",26,138,5.6,1370,63.1,668,1749.025,0.00417392815812514
"Europe","Luxembourg",1991,78.9,"men",25.8,136,5.97,202,16.5,59.3,189.235,1.30353319057816
"Africa","Madagascar",1991,52.9,"men",20.9,130,4.31,154,208,261,5960.566,2.92578477775494
"Africa","Malawi",1991,48.7,"men",20.9,130,4.18,93.2,138,75.5,4759.259,2.07784347142728
"Asia","Malaysia",1991,72.9,"men",22.7,126,4.87,1450,515,474,9426.238,2.77101873752055
"Asia","Maldives",1991,62,"men",21.4,125,4.51,10.8,4.31,3.51,117.416,2.63815800975542
"Africa","Mali",1991,46.8,"men",20.6,126,4.03,138,913,365,4261.651,2.1701303147443
"Europe","Malta",1991,77.9,"men",26.2,133,5.63,90.6,5.38,29.6,179.801,0.863901806901113
"Africa","Mauritania",1991,59.9,"men",21.4,131,4.29,46.9,121,48.7,1036.101,2.587202998898
"Africa","Mauritius",1991,73.6,"men",23.2,133,4.86,70.4,13.3,49.7,533.023,1.23066872031344
"Americas","Mexico",1991,74.2,"men",25.7,127,4.86,3800,1370,2640,42274.502,1.76722462162729
"Asia","Mongolia",1991,63.1,"men",23.8,135,4.93,256,436,328,1095.367,1.58729128255733
"Europe","Montenegro",1991,77.8,"men",25.8,137,5.22,210,20,29.2,306.761,0.174380443265959
"Africa","Morocco",1991,66.9,"men",24.1,126,4.65,2080,141,487,12597.978,1.7945378949777
"Africa","Mozambique",1991,44.9,"men",20.7,133,4.24,132,521,300,6353.666,2.39696267616621
"Asia","Myanmar",1991,61.3,"men",20,121,4.2,5350,719,1970,20391.882,1.3323099333619
"Africa","Namibia",1991,64.6,"men",21.3,135,4.52,18.4,7.34,11.1,711.478,3.10543164326011
"Asia","Nepal",1991,55.7,"men",20.6,124,4.36,489,132,603,9672.655,2.94508147510994
"Europe","Netherlands",1991,80.1,"men",24.5,134,5.67,8210,189,2050,7452.541,0.681360142640492
"Oceania","New Zealand",1991,78.6,"men",26,131,5.79,987,59.3,281,1695.963,1.40044483241059
"Americas","Nicaragua",1991,67.8,"men",24.6,128,4.54,60.7,51.2,94.8,2115.785,2.19934471777119
"Africa","Niger",1991,44.8,"men",20.7,135,3.99,113,421,184,4056.913,3.36057742528044
"Africa","Nigeria",1991,47.2,"men",21.4,130,3.86,1580,10300,992,49139.906,2.5951978883304
"Europe","Norway",1991,80.1,"men",25.3,137,5.71,1240,62,540,2110.922,0.523733239869636
"Asia","Oman",1991,69.8,"men",24.3,130,5.02,22.4,16,21.9,1070.552,6.1322737474918
"Asia","Pakistan",1991,61.1,"men",21.7,124,4.64,6190,1860,2060,57403.279,2.83500081331748
"Americas","Panama",1991,76.2,"men",24.4,129,4.78,151,37.8,133,1274.793,2.06721677152607
"Oceania","Papua New Guinea",1991,62.2,"men",23.1,120,4.65,222,73.3,156,2403.657,2.35148188111737
"Americas","Paraguay",1991,70.5,"men",24.1,131,4.75,162,42.1,150,2195.8,2.63682885011977
"Americas","Peru",1991,68.5,"men",23.5,127,4.84,964,417,1450,11202.378,2.04025343968894
"Asia","Philippines",1991,68.3,"men",21.9,125,4.69,3780,671,1080,32047.706,2.49401622367745
"Europe","Poland",1991,75.4,"men",25.4,136,5.33,15600,752,4950,18540.642,0.303122418967859
"Europe","Portugal",1991,78.2,"men",25.4,136,5.32,2140,344,2000,4773.131,0.21242856150089
"Asia","Qatar",1991,76.3,"men",25.9,133,5.28,14.2,8.46,5.54,325.495,2.09782093868704
"Europe","Romania",1991,73,"men",24.8,135,5.17,5910,773,2670,11558.624,-0.180327224695696
"Africa","Rwanda",1991,32.2,"men",21.8,132,4.09,95.8,117,151,3487.787,-2.98732722386903
"Oceania","Samoa",1991,68.9,"men",27.6,130,4.59,4.38,2.88,5.28,85.567,0.689565902966544
"Africa","Sao Tome and Principe",1991,63.8,"men",21.8,134,4.11,5.55,0.69,4.99,60.257,2.33170300930643
"Asia","Saudi Arabia",1991,71.4,"men",26,130,5.06,233,354,165,9390.891,3.34286293755746
"Africa","Senegal",1991,59,"men",20.8,131,4.18,170,443,215,3858.619,3.00319050451188
"Europe","Serbia",1991,74.5,"men",26,139,5.01,3330,401,822,4738.815,0.867657488678285
"Africa","Seychelles",1991,75.7,"men",23.3,136,5.13,5.9,0.63,3.68,35.635,1.21854229392716
"Africa","Sierra Leone",1991,37.3,"men",21.8,133,4.04,84,282,139,2148.405,0.712070747674288
"Asia","Singapore",1991,78.6,"men",23.3,129,5.3,547,229,273,1560.704,2.96008665856551
"Europe","Slovenia",1991,77.3,"men",26.1,138,5.36,751,50.5,348,975.28,0.00717794116138435
"Oceania","Solomon Islands",1991,57.6,"men",25.2,124,4.55,17,12.1,11.3,164.767,2.82577899262975
"Africa","Somalia",1991,46.8,"men",21.3,130,4.31,79.5,114,152,3652.78,0.616571856073002
"Africa","South Africa",1991,66.2,"men",23.6,133,4.61,3370,1060,878,18717.918,2.36253525734328
"Europe","Spain",1991,80.9,"men",25.8,131,5.45,15100,2320,5600,19245.966,0.218454329391767
"Asia","Sri Lanka",1991,73.3,"men",20.9,126,4.47,475,126,360,8844.569,1.10342418376869
"Africa","Sudan",1991,57.2,"men",21,129,4.43,584,560,466,10476.825,3.69822944960135
"Americas","Suriname",1991,71,"men",23.9,128,4.67,20,12.6,14.1,209.913,1.92425345957758
"Europe","Sweden",1991,80.6,"men",25.2,134,5.68,1980,322,1000,4261.089,0.683694402424852
"Europe","Switzerland",1991,81.1,"men",25.5,134,5.72,2600,338,843,3280.397,1.01193705747191
"Asia","Tajikistan",1991,66.6,"men",24.3,133,4.75,247,115,440,2679.659,2.31021426408788
"Asia","Thailand",1991,73.6,"men",21.5,122,4.74,5680,5930,1750,28357.004,1.20851306345209
"Asia","Timor-Leste",1991,51,"men",20.1,122,4.27,23.1,8.08,12.4,383.503,2.90382391374929
"Africa","Togo",1991,57,"men",21.1,131,4.01,73.9,232,99.4,1904.214,2.28141416094621
"Oceania","Tonga",1991,71.2,"men",28.3,128,4.89,10.4,9.97,5.6,48.326,0.201123805179459
"Americas","Trinidad and Tobago",1991,71.1,"men",25.1,129,4.68,74.1,29.9,54.7,612.633,0.667630675189376
"Africa","Tunisia",1991,71.7,"men",23.1,129,4.44,1070,62.4,208,4248.004,2.32423697095493
"Asia","Turkey",1991,68.6,"men",24.7,126,4.79,12500,964,4540,27075.879,1.67334052715362
"Asia","Turkmenistan",1991,66.6,"men",24.6,134,4.88,220,56.3,233,1863.188,2.91167004423707
"Africa","Uganda",1991,48.1,"men",21.5,131,3.99,241,397,345,8907.6,3.35392034452236
"Europe","Ukraine",1991,74,"men",25.1,138,5.23,23300,1090,11900,23954.576,0.0900011181197441
"Asia","United Arab Emirates",1991,73.3,"men",26.1,131,5.37,37.1,25.9,21.5,1273.24,6.25208625408906
"Europe","United Kingdom",1991,78.6,"men",25.7,137,5.84,27900,1010,7240,27847.872,0.272834967467353
"Americas","United States",1991,78.8,"men",26.7,127,5.44,112000,6040,15000,124767.793,0.986196989635391
"Americas","Uruguay",1991,76.6,"men",24.9,132,5.13,1200,48,516,1518.155,0.654585813528243
"Asia","Uzbekistan",1991,69.4,"men",24.8,128,4.71,1310,368,1330,10341.935,2.48740131363471
"Oceania","Vanuatu",1991,65.1,"men",24.7,132,4.69,9.5,3,5.63,77.435,2.72482455791247
"Asia","Yemen",1991,59.6,"men",23.4,127,4.56,303,166,282,6103.159,5.55860633061864
"Africa","Zambia",1991,46.8,"men",20,129,4.43,46.4,145,95.6,4107.93,2.55203643405416
"Africa","Zimbabwe",1991,59.9,"men",21.6,130,4.32,436,572,215,5310.057,2.29465050955095
"Asia","Afghanistan",1992,52.4,"men",21.1,125,4.44,569,120,480,7461.092,9.37334580534716
"Europe","Albania",1992,75,"men",25.2,133,4.92,460,156,209,1636.156,-1.96336200052369
"Africa","Algeria",1992,68.8,"men",23.2,130,4.84,1120,176,578,13684.684,2.39255435928128
"Africa","Angola",1992,44.3,"men",21.1,133,4.43,278,334,295,6331.966,3.25356468865671
"Americas","Antigua and Barbuda",1992,74.3,"men",24.5,132,4.87,3.39,2.12,6.16,31.118,1.47063618873707
"Americas","Argentina",1992,75.7,"men",26.1,127,5.18,7050,847,3330,16319.702,1.34516427251939
"Asia","Armenia",1992,71.3,"men",24.1,135,4.91,852,135,378,1654.932,-2.22949541257304
"Oceania","Australia",1992,80.5,"men",26,133,5.52,5210,316,1350,8665.585,1.17817622565611
"Europe","Austria",1992,79.2,"men",25.4,135,5.63,2670,398,1140,3759.344,0.938163780879788
"Asia","Azerbaijan",1992,69,"men",24.8,134,4.88,931,205,877,3650.922,1.51847183490425
"Americas","Bahamas",1992,74.4,"men",25.5,133,5.22,18.3,7.96,14.6,131.916,1.88687989001567
"Asia","Bahrain",1992,74,"men",25.4,132,5.14,38.1,5.8,10.9,302.32,2.6731284534843
"Asia","Bangladesh",1992,60.1,"men",20.1,124,4.4,6680,889,3330,55656.707,2.21970382081144
"Americas","Barbados",1992,74,"men",25.1,131,4.93,19.7,9.68,35,126.564,0.38467944701338
"Europe","Belarus",1992,75,"men",25.1,137,5.25,3830,220,2450,4763.015,-0.0716049838579237
"Europe","Belgium",1992,79.6,"men",25.6,133,5.8,6380,284,1250,4932,0.394718977227775
