Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
1978,Asia,Western Asia,Cyprus,12500,>= 5000 and <20000,72.6,>60,4.17,23.6
1978,Asia,Western Asia,Georgia,7930,>= 5000 and <20000,68.2,>60,3.08,61.1
1978,Asia,Western Asia,Iraq,13500,>= 5000 and <20000,64.1,>60,3.29,78.9
1978,Asia,Western Asia,Israel,15300,>= 5000 and <20000,72.9,>60,5.89,20.2
1978,Asia,Western Asia,Jordan,6310,>= 5000 and <20000,65.9,>60,1.63,60.9
1978,Asia,Western Asia,Kuwait,80100,>= 60000 and <= 100000,70.6,>60,17.1,42
1978,Asia,Western Asia,Oman,21400,>= 20000 and <40000,60.5,>60,7.55,134
1978,Asia,Western Asia,Qatar,146000,100000 +,70.3,>60,54.8,40
1978,Asia,Western Asia,Saudi Arabia,82400,>= 60000 and <= 100000,70.2,>60,13.3,112
1978,Asia,Western Asia,Turkey,8880,>= 5000 and <20000,62.9,>60,1.84,140
1978,Asia,Western Asia,United Arab Emirates,139000,100000 +,69.8,>60,52.6,43.6
1979,Asia,Western Asia,Armenia,3880,<5000,69.4,>60,1.92,78
1979,Asia,Western Asia,Azerbaijan,8320,>= 5000 and <20000,65.5,>60,9.33,102
1979,Asia,Western Asia,Bahrain,40500,>= 40000 and < 60000,69.9,>60,23.7,34.8
1979,Asia,Western Asia,Cyprus,13600,>= 5000 and <20000,73,>60,4.42,22.5
1979,Asia,Western Asia,Georgia,8470,>= 5000 and <20000,68.6,>60,3.09,59.2
1979,Asia,Western Asia,Iraq,17100,>= 5000 and <20000,64.6,>60,4,75.8
1979,Asia,Western Asia,Israel,15900,>= 5000 and <20000,73.3,>60,5.73,19
1979,Asia,Western Asia,Jordan,6640,>= 5000 and <20000,66.3,>60,1.65,58.1
1979,Asia,Western Asia,Kuwait,108000,100000 +,71.2,>60,13.6,39.1
1979,Asia,Western Asia,Oman,21200,>= 20000 and <40000,61.5,>60,7.07,123
1979,Asia,Western Asia,Qatar,144000,100000 +,70.7,>60,69.9,38.1
1979,Asia,Western Asia,Saudi Arabia,80900,>= 60000 and <= 100000,70.5,>60,15,105
1979,Asia,Western Asia,Turkey,8630,>= 5000 and <20000,63.3,>60,1.76,134
1979,Asia,Western Asia,United Arab Emirates,155000,100000 +,70.3,>60,38.5,39.2
1980,Asia,Western Asia,Armenia,3820,<5000,69.6,>60,1.96,75
1980,Asia,Western Asia,Azerbaijan,8230,>= 5000 and <20000,65.5,>60,9.55,104
1980,Asia,Western Asia,Bahrain,45200,>= 40000 and < 60000,70.4,>60,21.9,32.4
1980,Asia,Western Asia,Cyprus,14300,>= 5000 and <20000,72.8,>60,4.68,20.8
1980,Asia,Western Asia,Georgia,8810,>= 5000 and <20000,69,>60,3.19,57.3
1980,Asia,Western Asia,Iraq,17000,>= 5000 and <20000,61.2,>60,3.34,72.9
1980,Asia,Western Asia,Israel,16700,>= 5000 and <20000,73.6,>60,5.65,18.1
1980,Asia,Western Asia,Jordan,7570,>= 5000 and <20000,66.8,>60,1.99,55.5
1980,Asia,Western Asia,Kuwait,107000,100000 +,71.9,>60,18,36.2
1980,Asia,Western Asia,Oman,21400,>= 20000 and <40000,62.6,>60,5.24,112
1980,Asia,Western Asia,Qatar,131000,100000 +,70.8,>60,58.5,36.2
1980,Asia,Western Asia,Saudi Arabia,84300,>= 60000 and <= 100000,71.1,>60,17.4,98.1
1980,Asia,Western Asia,Turkey,8290,>= 5000 and <20000,64.2,>60,1.72,128
1980,Asia,Western Asia,United Arab Emirates,178000,100000 +,70.8,>60,35.4,35.4
1981,Asia,Western Asia,Armenia,3790,<5000,69.9,>60,1.9,72
1981,Asia,Western Asia,Azerbaijan,8210,>= 5000 and <20000,65.5,>60,9.22,106
1981,Asia,Western Asia,Bahrain,42200,>= 40000 and < 60000,71,>60,22.8,30.4
1981,Asia,Western Asia,Cyprus,14600,>= 5000 and <20000,73.3,>60,4.42,19.2
1981,Asia,Western Asia,Georgia,9220,>= 5000 and <20000,69.3,>60,3.11,55.6
1981,Asia,Western Asia,Israel,17200,>= 5000 and <20000,73.8,>60,5.56,17.3
1981,Asia,Western Asia,Jordan,7600,>= 5000 and <20000,67.2,>60,2.38,53
1981,Asia,Western Asia,Kuwait,84400,>= 60000 and <= 100000,72.4,>60,17.5,33.2
1981,Asia,Western Asia,Oman,23900,>= 20000 and <40000,63.6,>60,4.93,101
1981,Asia,Western Asia,Qatar,119000,100000 +,70.9,>60,51.8,34.5
1981,Asia,Western Asia,Saudi Arabia,78700,>= 60000 and <= 100000,71.5,>60,16.9,91.8
1981,Asia,Western Asia,Turkey,9030,>= 5000 and <20000,65,>60,1.78,122
1981,Asia,Western Asia,United Arab Emirates,176000,100000 +,71.3,>60,32.9,32
1982,Asia,Western Asia,Armenia,3820,<5000,70.4,>60,1.9,69.1
1982,Asia,Western Asia,Azerbaijan,8310,>= 5000 and <20000,65.7,>60,9.25,107
1982,Asia,Western Asia,Bahrain,39000,>= 20000 and <40000,70.9,>60,25.5,28.7
1982,Asia,Western Asia,Cyprus,15300,>= 5000 and <20000,73.5,>60,4.49,17.6
1982,Asia,Western Asia,Georgia,9350,>= 5000 and <20000,69.6,>60,3.15,54
1982,Asia,Western Asia,Israel,17300,>= 5000 and <20000,74,>60,6.2,16.6
1982,Asia,Western Asia,Jordan,7820,>= 5000 and <20000,67.5,>60,2.46,50.7
1982,Asia,Western Asia,Kuwait,66800,>= 60000 and <= 100000,72.6,>60,14,30.2
1982,Asia,Western Asia,Oman,25400,>= 20000 and <40000,64.7,>60,4.45,91.5
1982,Asia,Western Asia,Qatar,99100,>= 60000 and <= 100000,70.7,>60,44.5,32.8
1982,Asia,Western Asia,Saudi Arabia,65000,>= 60000 and <= 100000,71.7,>60,14.3,85.9
1982,Asia,Western Asia,Turkey,8830,>= 5000 and <20000,65.8,>60,1.89,116
1982,Asia,Western Asia,United Arab Emirates,154000,100000 +,71.7,>60,31,29.1
1983,Asia,Western Asia,Armenia,3870,<5000,70.3,>60,1.91,66.5
1983,Asia,Western Asia,Azerbaijan,8470,>= 5000 and <20000,65.8,>60,9.23,105
1983,Asia,Western Asia,Bahrain,38600,>= 20000 and <40000,70.7,>60,20.8,27.2
1983,Asia,Western Asia,Cyprus,16000,>= 5000 and <20000,73.8,>60,4.46,16.1
1983,Asia,Western Asia,Georgia,9690,>= 5000 and <20000,69.8,>60,3.17,52.6
1983,Asia,Western Asia,Israel,17600,>= 5000 and <20000,74,>60,6.06,15.9
1983,Asia,Western Asia,Jordan,7660,>= 5000 and <20000,68,>60,2.76,48.4
1983,Asia,Western Asia,Kuwait,64300,>= 60000 and <= 100000,73.1,>60,13.7,27.4
1983,Asia,Western Asia,Lebanon,7140,>= 5000 and <20000,63.7,>60,2.76,45.4
1983,Asia,Western Asia,Oman,28400,>= 20000 and <40000,65.7,>60,5.53,82.2
1983,Asia,Western Asia,Qatar,87200,>= 60000 and <= 100000,71.5,>60,36.4,31.3
1983,Asia,Western Asia,Saudi Arabia,58100,>= 40000 and < 60000,71.8,>60,13.7,80.2
1983,Asia,Western Asia,Turkey,9060,>= 5000 and <20000,66.6,>60,1.92,110
1983,Asia,Western Asia,United Arab Emirates,141000,100000 +,71.8,>60,28.2,26.7
1984,Asia,Western Asia,Armenia,3850,<5000,70.6,>60,1.89,63.9
1984,Asia,Western Asia,Azerbaijan,8470,>= 5000 and <20000,65.6,>60,9.16,103
1984,Asia,Western Asia,Bahrain,41300,>= 40000 and < 60000,70.5,>60,22.6,26
1984,Asia,Western Asia,Cyprus,17200,>= 5000 and <20000,73.9,>60,4.56,14.7
1984,Asia,Western Asia,Georgia,10100,>= 5000 and <20000,69.8,>60,3.17,51.3
1984,Asia,Western Asia,Iraq,10900,>= 5000 and <20000,60.1,>60,2.64,63.4
1984,Asia,Western Asia,Israel,17400,>= 5000 and <20000,74.3,>60,5.91,15.2
1984,Asia,Western Asia,Jordan,7990,>= 5000 and <20000,68.7,>60,3,46.3
1984,Asia,Western Asia,Kuwait,62700,>= 60000 and <= 100000,73.5,>60,17.1,25
1984,Asia,Western Asia,Lebanon,10300,>= 5000 and <20000,64,>60,2.64,43.5
1984,Asia,Western Asia,Oman,31800,>= 20000 and <40000,66.7,>60,5.63,73.6
1984,Asia,Western Asia,Qatar,82700,>= 60000 and <= 100000,72.8,>60,36.1,29.7
1984,Asia,Western Asia,Saudi Arabia,52500,>= 40000 and < 60000,71.9,>60,12.5,74.7
1984,Asia,Western Asia,Turkey,9350,>= 5000 and <20000,67.5,>60,1.99,104
1984,Asia,Western Asia,United Arab Emirates,136000,100000 +,72.2,>60,35.2,24.5
1985,Asia,Western Asia,Armenia,3810,<5000,70.7,>60,2.01,61.4
1985,Asia,Western Asia,Azerbaijan,8440,>= 5000 and <20000,65.9,>60,9.72,101
1985,Asia,Western Asia,Bahrain,32300,>= 20000 and <40000,70.8,>60,24.3,24.9
1985,Asia,Western Asia,Cyprus,17800,>= 5000 and <20000,74,>60,4.41,13.5
1985,Asia,Western Asia,Georgia,10600,>= 5000 and <20000,69.7,>60,3.39,50.1
1985,Asia,Western Asia,Iraq,11000,>= 5000 and <20000,60.2,>60,2.87,61.5
1985,Asia,Western Asia,Israel,17700,>= 5000 and <20000,74.5,>60,6.09,14.4
1985,Asia,Western Asia,Jordan,7960,>= 5000 and <20000,69.3,>60,2.95,44.3
1985,Asia,Western Asia,Kuwait,57300,>= 40000 and < 60000,73.9,>60,16.8,23.1
1985,Asia,Western Asia,Lebanon,12900,>= 5000 and <20000,64.3,>60,3.01,41.6
1985,Asia,Western Asia,Oman,34900,>= 20000 and <40000,67.6,>60,5.78,65.8
1985,Asia,Western Asia,Qatar,74400,>= 60000 and <= 100000,73.1,>60,33.4,28.3
1985,Asia,Western Asia,Saudi Arabia,42800,>= 40000 and < 60000,72,>60,13.1,69.2
1985,Asia,Western Asia,Turkey,9750,>= 5000 and <20000,68,>60,2.17,98.8
1985,Asia,Western Asia,United Arab Emirates,126000,100000 +,72.5,>60,35.9,22.8
1986,Asia,Western Asia,Armenia,3900,<5000,71.2,>60,1.98,59
1986,Asia,Western Asia,Azerbaijan,8670,>= 5000 and <20000,65.9,>60,9.59,98.8
1986,Asia,Western Asia,Bahrain,29700,>= 20000 and <40000,70.4,>60,25.4,24.2
1986,Asia,Western Asia,Cyprus,18300,>= 5000 and <20000,74.4,>60,4.98,12.5
1986,Asia,Western Asia,Georgia,9620,>= 5000 and <20000,69.8,>60,3.36,49.3
1986,Asia,Western Asia,Iraq,11300,>= 5000 and <20000,60.4,>60,3,59.7
1986,Asia,Western Asia,Israel,18300,>= 5000 and <20000,74.6,>60,6.42,13.7
1986,Asia,Western Asia,Jordan,8360,>= 5000 and <20000,69.8,>60,3.08,42.5
1986,Asia,Western Asia,Kuwait,42200,>= 40000 and < 60000,74.3,>60,19.2,21.7
1986,Asia,Western Asia,Lebanon,12200,>= 5000 and <20000,64.6,>60,2.9,39.8
1986,Asia,Western Asia,Oman,34500,>= 20000 and <40000,68.5,>60,6.33,58.9
1986,Asia,Western Asia,Qatar,73000,>= 60000 and <= 100000,73.5,>60,33.4,26.7
1986,Asia,Western Asia,Saudi Arabia,41600,>= 40000 and < 60000,72.1,>60,14.8,64
1986,Asia,Western Asia,Turkey,10200,>= 5000 and <20000,68.6,>60,2.33,93.4
1986,Asia,Western Asia,United Arab Emirates,97100,>= 60000 and <= 100000,72.5,>60,32.1,21.2
1987,Asia,Western Asia,Armenia,3880,<5000,71.4,>60,2.03,56.6
1987,Asia,Western Asia,Azerbaijan,8680,>= 5000 and <20000,66,>60,9.82,97.1
1987,Asia,Western Asia,Bahrain,28500,>= 20000 and <40000,70,>60,25.5,23.6
1987,Asia,Western Asia,Cyprus,19300,>= 5000 and <20000,74.1,>60,5.7,11.9
1987,Asia,Western Asia,Georgia,9660,>= 5000 and <20000,69.8,>60,3.47,48.6
1987,Asia,Western Asia,Iraq,13400,>= 5000 and <20000,60.7,>60,3.25,58.1
1987,Asia,Western Asia,Israel,19300,>= 5000 and <20000,74.9,>60,6.5,13.1
1987,Asia,Western Asia,Jordan,8270,>= 5000 and <20000,70.4,>60,3.09,40.8
1987,Asia,Western Asia,Kuwait,47300,>= 40000 and < 60000,74.7,>60,16.2,20.6
1987,Asia,Western Asia,Oman,36000,>= 20000 and <40000,69.1,>60,5.84,53
1987,Asia,Western Asia,Qatar,68700,>= 60000 and <= 100000,74,>60,27.2,25.2
1987,Asia,Western Asia,Saudi Arabia,38000,>= 20000 and <40000,72.2,>60,13.1,58.7
1987,Asia,Western Asia,Turkey,11000,>= 5000 and <20000,69.9,>60,2.54,88.3
1987,Asia,Western Asia,United Arab Emirates,98100,>= 60000 and <= 100000,72.6,>60,30.6,19.8
1988,Asia,Western Asia,Azerbaijan,8760,>= 5000 and <20000,65.9,>60,9.93,95.6
1988,Asia,Western Asia,Bahrain,31500,>= 20000 and <40000,69.8,>60,26.1,23.4
1988,Asia,Western Asia,Cyprus,20800,>= 20000 and <40000,74.4,>60,5.61,11.5
1988,Asia,Western Asia,Georgia,10100,>= 5000 and <20000,69.8,>60,3.53,48.1
1988,Asia,Western Asia,Israel,19400,>= 5000 and <20000,75.2,>60,7,12.5
1988,Asia,Western Asia,Jordan,7900,>= 5000 and <20000,71,>60,2.86,39.2
1988,Asia,Western Asia,Kuwait,40200,>= 40000 and < 60000,75,>60,16.1,19.6
1988,Asia,Western Asia,Oman,35900,>= 20000 and <40000,69.6,>60,6.31,47.8
1988,Asia,Western Asia,Qatar,69100,>= 60000 and <= 100000,74.2,>60,26.9,23.7
1988,Asia,Western Asia,Saudi Arabia,38000,>= 20000 and <40000,72.3,>60,13.4,53.7
1988,Asia,Western Asia,Turkey,11100,>= 5000 and <20000,70.4,>60,2.43,83.4
1988,Asia,Western Asia,United Arab Emirates,80100,>= 60000 and <= 100000,72.6,>60,29.2,18.6
1989,Asia,Western Asia,Armenia,3900,<5000,70.6,>60,2,52
1989,Asia,Western Asia,Azerbaijan,8810,>= 5000 and <20000,66.3,>60,9.56,94.7
1989,Asia,Western Asia,Bahrain,32700,>= 20000 and <40000,69.8,>60,24.4,23.2
1989,Asia,Western Asia,Cyprus,22100,>= 20000 and <40000,74.6,>60,5.78,11.3
1989,Asia,Western Asia,Georgia,9370,>= 5000 and <20000,69.6,>60,3.43,47.7
1989,Asia,Western Asia,Iraq,11800,>= 5000 and <20000,66,>60,4.3,55.4
1989,Asia,Western Asia,Israel,19200,>= 5000 and <20000,75.6,>60,7.24,12.1
1989,Asia,Western Asia,Jordan,6810,>= 5000 and <20000,71.5,>60,2.72,37.8
1989,Asia,Western Asia,Kuwait,45700,>= 40000 and < 60000,75.7,>60,17.1,18.5
1989,Asia,Western Asia,Lebanon,5990,>= 5000 and <20000,69.7,>60,3.01,34.4
1989,Asia,Western Asia,Oman,36200,>= 20000 and <40000,70.1,>60,5.78,43.3
1989,Asia,Western Asia,Qatar,70600,>= 60000 and <= 100000,74.7,>60,31,22.2
1989,Asia,Western Asia,Saudi Arabia,38300,>= 20000 and <40000,72.3,>60,12.9,49
1989,Asia,Western Asia,Turkey,10800,>= 5000 and <20000,70.1,>60,2.63,78.7
1989,Asia,Western Asia,United Arab Emirates,89100,>= 60000 and <= 100000,72.6,>60,31,17.5
1990,Asia,Western Asia,Armenia,3740,<5000,70.2,>60,1.87,49.7
1990,Asia,Western Asia,Azerbaijan,8510,>= 5000 and <20000,66.2,>60,8.82,94.5
1990,Asia,Western Asia,Bahrain,35600,>= 20000 and <40000,69.8,>60,25.1,23
1990,Asia,Western Asia,Cyprus,23300,>= 20000 and <40000,74.9,>60,5.71,11.1
1990,Asia,Western Asia,Georgia,8010,>= 5000 and <20000,69.6,>60,3.22,47.2
1990,Asia,Western Asia,Iraq,11500,>= 5000 and <20000,66.2,>60,2.73,54.2
1990,Asia,Western Asia,Israel,19800,>= 5000 and <20000,75.8,>60,8.06,11.6
1990,Asia,Western Asia,Jordan,6280,>= 5000 and <20000,71.8,>60,2.92,36.5
1990,Asia,Western Asia,Kuwait,37000,>= 20000 and <40000,75.6,>60,24.3,17.6
1990,Asia,Western Asia,Lebanon,7860,>= 5000 and <20000,69.2,>60,3.04,32.8
1990,Asia,Western Asia,Oman,35000,>= 20000 and <40000,70.7,>60,6.28,39.2
1990,Asia,Western Asia,Qatar,70800,>= 60000 and <= 100000,75,>60,24.7,20.8
1990,Asia,Western Asia,Saudi Arabia,42500,>= 40000 and < 60000,72.1,>60,11.4,44.7
1990,Asia,Western Asia,Turkey,11400,>= 5000 and <20000,70.2,>60,2.71,74.2
1990,Asia,Western Asia,United Arab Emirates,111000,100000 +,72.8,>60,28,16.6
1991,Asia,Western Asia,Armenia,3340,<5000,70,>60,1.82,47.4
1991,Asia,Western Asia,Azerbaijan,8320,>= 5000 and <20000,65.9,>60,8.37,94.9
1991,Asia,Western Asia,Bahrain,38500,>= 20000 and <40000,69.6,>60,23.3,22.6
1991,Asia,Western Asia,Cyprus,22900,>= 20000 and <40000,75,>60,5.99,10.8
1991,Asia,Western Asia,Georgia,6270,>= 5000 and <20000,69.5,>60,3.13,46.7
1991,Asia,Western Asia,Iraq,4030,<5000,62.8,>60,2.54,53.2
1991,Asia,Western Asia,Israel,20000,>= 20000 and <40000,75.9,>60,7.92,11.1
1991,Asia,Western Asia,Jordan,6070,>= 5000 and <20000,72.1,>60,2.61,35.4
1991,Asia,Western Asia,Kuwait,18500,>= 5000 and <20000,77.2,>60,5.01,19.5
1991,Asia,Western Asia,Lebanon,10700,>= 5000 and <20000,71.7,>60,3.08,31.2
1991,Asia,Western Asia,Oman,35600,>= 20000 and <40000,71.2,>60,6.22,35.5
1991,Asia,Western Asia,Qatar,68300,>= 60000 and <= 100000,74.9,>60,36.3,19.5
1991,Asia,Western Asia,Saudi Arabia,47300,>= 40000 and < 60000,72.4,>60,15.9,40.8
1991,Asia,Western Asia,Turkey,11300,>= 5000 and <20000,70.2,>60,2.71,70
1991,Asia,Western Asia,United Arab Emirates,106000,100000 +,72.9,>60,28.9,15.7
1992,Asia,Western Asia,Armenia,1980,<5000,69,>60,1.69,45.1
1992,Asia,Western Asia,Azerbaijan,6350,>= 5000 and <20000,64.3,>60,7.53,95.3
1992,Asia,Western Asia,Bahrain,40000,>= 40000 and < 60000,69.6,>60,20.8,22
1992,Asia,Western Asia,Cyprus,24400,>= 20000 and <40000,75.3,>60,6.47,10.5
1992,Asia,Western Asia,Georgia,3430,<5000,68.9,>60,2.89,46.2
1992,Asia,Western Asia,Iraq,5200,>= 5000 and <20000,65.6,>60,3.2,52.2
1992,Asia,Western Asia,Israel,20400,>= 20000 and <40000,76,>60,8.9,10.5
1992,Asia,Western Asia,Jordan,6810,>= 5000 and <20000,72.5,>60,3.09,34.3
1992,Asia,Western Asia,Kuwait,50200,>= 40000 and < 60000,78.1,>60,11,16
1992,Asia,Western Asia,Lebanon,10900,>= 5000 and <20000,72,>60,3.67,29.8
1992,Asia,Western Asia,Oman,36800,>= 20000 and <40000,71.7,>60,6.09,32.2
1992,Asia,Western Asia,Qatar,75300,>= 60000 and <= 100000,75,>60,54.1,18.2
1992,Asia,Western Asia,Saudi Arabia,47700,>= 40000 and < 60000,72.6,>60,16.4,37.4
1992,Asia,Western Asia,Turkey,11700,>= 5000 and <20000,70.5,>60,2.75,65.9
1992,Asia,Western Asia,United Arab Emirates,103000,100000 +,73.1,>60,27.9,14.9
1993,Asia,Western Asia,Armenia,1850,<5000,68.7,>60,0.76,42.9
1993,Asia,Western Asia,Azerbaijan,4810,<5000,64.4,>60,6.39,95.6
1993,Asia,Western Asia,Bahrain,44100,>= 40000 and < 60000,69.9,>60,27.3,21
1993,Asia,Western Asia,Cyprus,24000,>= 20000 and <40000,75.5,>60,6.66,10
1993,Asia,Western Asia,Georgia,2410,<5000,68.5,>60,1.91,45.6
1993,Asia,Western Asia,Iraq,6580,>= 5000 and <20000,65.6,>60,3.33,51.3
1993,Asia,Western Asia,Israel,21000,>= 20000 and <40000,76.3,>60,9.04,9.9
1993,Asia,Western Asia,Jordan,6750,>= 5000 and <20000,72.5,>60,2.89,33.3
1993,Asia,Western Asia,Kuwait,68600,>= 60000 and <= 100000,77.5,>60,18.7,15.4
1993,Asia,Western Asia,Lebanon,11300,>= 5000 and <20000,72.3,>60,4.03,28.4
1993,Asia,Western Asia,Oman,37400,>= 20000 and <40000,72.2,>60,6.49,29.3
1993,Asia,Western Asia,Qatar,73800,>= 60000 and <= 100000,74.9,>60,61.3,17.1
1993,Asia,Western Asia,Saudi Arabia,45800,>= 40000 and < 60000,72.7,>60,17.6,34.5
1993,Asia,Western Asia,Turkey,12400,>= 5000 and <20000,70.6,>60,2.81,62.1
1993,Asia,Western Asia,United Arab Emirates,98800,>= 60000 and <= 100000,73.2,>60,29.9,14.3
1994,Asia,Western Asia,Armenia,1990,<5000,68.9,>60,0.824,40.7
1994,Asia,Western Asia,Azerbaijan,3810,<5000,63.9,>60,5.46,95.4
1994,Asia,Western Asia,Bahrain,42900,>= 40000 and < 60000,70.2,>60,26.9,19.6
1994,Asia,Western Asia,Cyprus,24800,>= 20000 and <40000,75.4,>60,6.74,9.6
1994,Asia,Western Asia,Georgia,2180,<5000,69.7,>60,1.19,44.8
1994,Asia,Western Asia,Iraq,6630,>= 5000 and <20000,65.5,>60,3.64,50.4
1994,Asia,Western Asia,Israel,21900,>= 20000 and <40000,76.6,>60,9.37,9.2
1994,Asia,Western Asia,Jordan,6760,>= 5000 and <20000,72.7,>60,3.1,32.4
1994,Asia,Western Asia,Kuwait,74400,>= 60000 and <= 100000,76.9,>60,23.4,14.9
1994,Asia,Western Asia,Lebanon,11900,>= 5000 and <20000,73.1,>60,4.27,27.1
1994,Asia,Western Asia,Oman,37400,>= 20000 and <40000,72.5,>60,7.12,26.7
1994,Asia,Western Asia,Qatar,74300,>= 60000 and <= 100000,74.8,>60,59.6,16.1
1994,Asia,Western Asia,Saudi Arabia,44900,>= 40000 and < 60000,72.8,>60,16.8,32
1994,Asia,Western Asia,Turkey,11600,>= 5000 and <20000,70.7,>60,2.72,58.4
1994,Asia,Western Asia,United Arab Emirates,100000,>= 60000 and <= 100000,73.4,>60,31.4,13.7
1995,Asia,Western Asia,Armenia,2170,<5000,69.3,>60,1.06,38.7
1995,Asia,Western Asia,Azerbaijan,3320,<5000,64.9,>60,4.29,94.1
1995,Asia,Western Asia,Bahrain,43500,>= 40000 and < 60000,70.3,>60,26.3,18.1
1995,Asia,Western Asia,Cyprus,26500,>= 20000 and <40000,75.7,>60,6.29,9
1995,Asia,Western Asia,Georgia,2300,<5000,70.4,>60,0.459,43.8
1995,Asia,Western Asia,Iraq,6560,>= 5000 and <20000,65.3,>60,3.68,49.5
1995,Asia,Western Asia,Israel,22700,>= 20000 and <40000,77,>60,9.58,8.7
1995,Asia,Western Asia,Jordan,6900,>= 5000 and <20000,72.7,>60,2.96,31.6
1995,Asia,Western Asia,Kuwait,81000,>= 60000 and <= 100000,76.2,>60,34,14.6
1995,Asia,Western Asia,Lebanon,12500,>= 5000 and <20000,73.5,>60,4.48,25.9
1995,Asia,Western Asia,Oman,38300,>= 20000 and <40000,72.9,>60,7.21,24.4
1995,Asia,Western Asia,Qatar,75100,>= 60000 and <= 100000,74.8,>60,61.9,15.3
1995,Asia,Western Asia,Saudi Arabia,44000,>= 40000 and < 60000,72.9,>60,12.6,29.8
1995,Asia,Western Asia,Turkey,12300,>= 5000 and <20000,70.9,>60,2.94,54.8
1995,Asia,Western Asia,United Arab Emirates,102000,100000 +,73.5,>60,28.8,13.1
1995,Asia,Western Asia,Yemen,3530,<5000,60.5,>60,0.683,112
1996,Asia,Western Asia,Armenia,2340,<5000,69.5,>60,0.809,36.8
1996,Asia,Western Asia,Azerbaijan,3330,<5000,65.3,>60,3.98,91.9
1996,Asia,Western Asia,Bahrain,44100,>= 40000 and < 60000,70.8,>60,27,16.6
1996,Asia,Western Asia,Cyprus,26400,>= 20000 and <40000,76.1,>60,6.8,8.5
1996,Asia,Western Asia,Georgia,2620,<5000,71.2,>60,0.822,42.6
1996,Asia,Western Asia,Iraq,7060,>= 5000 and <20000,65.3,>60,3.33,48.6
1996,Asia,Western Asia,Israel,23500,>= 20000 and <40000,77.3,>60,9.68,8.2
1996,Asia,Western Asia,Jordan,6830,>= 5000 and <20000,72.7,>60,3.01,30.8
1996,Asia,Western Asia,Kuwait,80500,>= 60000 and <= 100000,75.8,>60,30.7,14.2
1996,Asia,Western Asia,Lebanon,12900,>= 5000 and <20000,74,>60,4.48,24.7
1996,Asia,Western Asia,Oman,38900,>= 20000 and <40000,73.3,>60,6.75,22.5
1996,Asia,Western Asia,Qatar,76700,>= 60000 and <= 100000,74.9,>60,61.8,14.6
1996,Asia,Western Asia,Saudi Arabia,44200,>= 40000 and < 60000,72.9,>60,13.5,27.9
1996,Asia,Western Asia,Turkey,13000,>= 5000 and <20000,71.4,>60,3.17,51.4
1996,Asia,Western Asia,United Arab Emirates,102000,100000 +,73.7,>60,16,12.7
1996,Asia,Western Asia,Yemen,3560,<5000,60.8,>60,0.669,110
1997,Asia,Western Asia,Armenia,2440,<5000,70.3,>60,1.03,35
1997,Asia,Western Asia,Azerbaijan,3490,<5000,65.6,>60,3.76,88.6
1997,Asia,Western Asia,Bahrain,44200,>= 40000 and < 60000,71.2,>60,29.1,15.2
1997,Asia,Western Asia,Cyprus,26700,>= 20000 and <40000,76.2,>60,6.58,8
1997,Asia,Western Asia,Georgia,2950,<5000,71.3,>60,0.909,41.2
1997,Asia,Western Asia,Iraq,8300,>= 5000 and <20000,65,>60,3.18,47.7
1997,Asia,Western Asia,Israel,23900,>= 20000 and <40000,77.6,>60,9.92,7.8
1997,Asia,Western Asia,Jordan,6880,>= 5000 and <20000,72.8,>60,2.98,30
1997,Asia,Western Asia,Kuwait,78400,>= 60000 and <= 100000,75.7,>60,32,13.8
1997,Asia,Western Asia,Lebanon,12500,>= 5000 and <20000,74.7,>60,5.06,23.5
1997,Asia,Western Asia,Oman,41000,>= 40000 and < 60000,73.6,>60,6.88,20.8
1997,Asia,Western Asia,Qatar,96600,>= 60000 and <= 100000,75,>60,70.1,14
1997,Asia,Western Asia,Saudi Arabia,43800,>= 40000 and < 60000,72.8,>60,11.1,26.2
1997,Asia,Western Asia,Turkey,13800,>= 5000 and <20000,71.9,>60,3.29,48.1
1997,Asia,Western Asia,United Arab Emirates,105000,100000 +,74,>60,15.4,12.2
1997,Asia,Western Asia,Yemen,3630,<5000,61.3,>60,0.814,107
1998,Asia,Western Asia,Armenia,2640,<5000,70.7,>60,1.08,33.3
1998,Asia,Western Asia,Azerbaijan,3800,<5000,65.8,>60,3.96,84.4
1998,Asia,Western Asia,Bahrain,44900,>= 40000 and < 60000,71.5,>60,30,14.1
1998,Asia,Western Asia,Cyprus,27700,>= 20000 and <40000,76.4,>60,7.05,7.5
1998,Asia,Western Asia,Georgia,3070,<5000,71.4,>60,1.03,39.5
1998,Asia,Western Asia,Iraq,10800,>= 5000 and <20000,65.7,>60,3.26,46.8
1998,Asia,Western Asia,Israel,24300,>= 20000 and <40000,77.9,>60,9.9,7.5
1998,Asia,Western Asia,Jordan,6950,>= 5000 and <20000,72.9,>60,2.95,29.3
1998,Asia,Western Asia,Kuwait,75900,>= 60000 and <= 100000,75.7,>60,28.2,13.4
1998,Asia,Western Asia,Lebanon,12900,>= 5000 and <20000,75.3,>60,5.35,22.3
1998,Asia,Western Asia,Oman,42100,>= 40000 and < 60000,74,>60,7.35,19.2
1998,Asia,Western Asia,Qatar,104000,100000 +,75.1,>60,58.9,13.5
