Name,Platform,Release Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Mega Man 7,SNES,1995,Platform,Other,0.03,0.01,0.23,0.01,0.28
Pitfall: The Mayan Adventure,GBA,2001,Platform,Other,0.2,0.07,0,0.01,0.28
Silent Hill 2: Restless Dreams,XB,2001,Action,Other,0.21,0.06,0,0.01,0.28
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Other,0.21,0.06,0,0.01,0.28
Power Pro Kun Pocket 3,GBA,2001,Sports,Other,0,0,0.27,0.01,0.28
Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0,0.01,0.28
Godzilla: Domination!,GBA,2002,Fighting,Atari,0.2,0.07,0,0.01,0.28
Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,0.2,0.07,0,0.01,0.28
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0,0.01,0.28
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.28
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,Other,0.21,0.06,0,0.01,0.28
Corvette,GBA,2003,Racing,Other,0.2,0.07,0,0.01,0.28
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0,0,0.27,0.01,0.28
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.01,0.28
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01,0.28
Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Other,0.13,0.02,0.12,0.01,0.28
Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0,0.02,0.28
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Other,0,0,0.26,0.02,0.28
Shadow Hearts,PS2,2001,Role-Playing,Other,0.09,0.07,0.1,0.02,0.28
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Other,0.25,0.01,0,0.02,0.28
Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.24,0.02,0,0.02,0.28
Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0,0.02,0.28
Bratz Ponyz,DS,2007,Adventure,Other,0.26,0,0,0.02,0.28
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02,0.28
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0,0.17,0.09,0.02,0.28
DeathSmiles,X360,2009,Shooter,Other,0.15,0.06,0.05,0.02,0.28
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.26,0,0,0.02,0.28
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.24,0.02,0,0.02,0.28
Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.18,0.08,0,0.02,0.28
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Other,0.26,0,0,0.02,0.28
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.22,0.04,0,0.02,0.28
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0,0.03,0.28
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0,0.03,0.28
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.15,0.1,0,0.03,0.28
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0,0.05,0.28
Carol Vorderman's Sudoku,PS2,2006,Puzzle,Other,0,0.23,0,0.05,0.28
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.05,0.28
Hannah Montana: Spotlight World Tour,PS2,2008,Action,Other,0.12,0.02,0,0.14,0.28
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0,0.16,0.28
Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.28
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.28
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,Other,0.26,0,0,0.02,0.28
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.28
Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.26,0,0,0.02,0.28
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.28
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.28
Disney Channel: All Star Party,Wii,2010,Misc,Other,0.18,0.08,0,0.02,0.28
Kung Zhu,DS,2010,Action,Activision,0.26,0,0,0.02,0.28
SAW,X360,2009,Action,Other,0.13,0.12,0,0.03,0.28
Cabela's Trophy Bucks,PS2,2007,Sports,Activision,0.13,0.11,0,0.04,0.28
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.27
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Other,0.14,0.05,0.07,0.01,0.27
King's Field II,PS,1996,Role-Playing,Other,0.08,0.06,0.11,0.02,0.27
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Other,0,0,0.25,0.02,0.27
Bust A Groove 2,PS,1999,Misc,Other,0.04,0.03,0.18,0.02,0.27
Armored Core: Master of Arena,PS,1999,Simulation,Other,0.07,0.05,0.13,0.02,0.27
Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0,0.02,0.27
Armored Core: Nexus,PS2,2004,Simulation,Other,0.06,0.05,0.14,0.02,0.27
Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.04,0,0.02,0.27
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02,0.27
Reload: Target Down,Wii,2010,Shooter,Other,0.25,0,0,0.02,0.27
Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0,0.02,0.27
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.22,0.03,0,0.02,0.27
Minute to Win It,Wii,2010,Misc,Other,0.25,0,0,0.02,0.27
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.1,0,0.06,0.27
Bolt,PS2,2008,Adventure,Other,0.09,0.02,0,0.16,0.27
Bridge,2600,1980,Misc,Activision,0.25,0.02,0,0,0.27
Beamrider,2600,1984,Racing,Activision,0.26,0.01,0,0,0.27
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai,0,0,0.27,0,0.27
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai,0,0,0.27,0,0.27
Thoroughbred Breeder II,SNES,1994,Simulation,Other,0,0,0.27,0,0.27
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Other,0,0,0.27,0,0.27
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Other,0,0,0.27,0,0.27
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,Other,0,0,0.27,0,0.27
NBA In The Zone '98,N64,1997,Sports,Other,0.25,0.02,0,0,0.27
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Other,0,0,0.27,0,0.27
NBA Jam 99,N64,1998,Sports,Other,0.25,0.02,0,0,0.27
Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0,0,0.27
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Other,0,0,0.27,0,0.27
M&M's Blast!,GBA,2001,Puzzle,Other,0.2,0.07,0,0,0.27
Motocross Maniacs Advance,GBA,2002,Racing,Other,0.2,0.07,0,0,0.27
Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,0.27,0,0.27
Final Fantasy X International,PS2,2004,Role-Playing,Other,0,0,0.27,0,0.27
SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai,0,0,0.27,0,0.27
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0,0,0.27,0,0.27
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,Other,0.23,0.04,0,0,0.27
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Other,0,0,0.27,0,0.27
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,0.27,0,0.27
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Other,0,0,0.27,0,0.27
Shadow Man,N64,1999,Action,Other,0.18,0.08,0,0.01,0.27
NHL Hitz 20-02,XB,2001,Sports,Other,0.2,0.06,0,0.01,0.27
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27
Magical Vacation,GBA,2001,Role-Playing,Nintendo,0,0,0.26,0.01,0.27
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0,0.01,0.27
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Other,0,0,0.26,0.01,0.27
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,0.27
NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0,0.01,0.27
ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0,0.01,0.27
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0,0.01,0.27
Pac-Pix,DS,2005,Puzzle,Namco Bandai,0.16,0,0.1,0.01,0.27
Disney's Chicken Little,GC,2005,Platform,Other,0.21,0.05,0,0.01,0.27
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0.01,0.27
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0,0.01,0.27
Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.12,0.03,0.11,0.01,0.27
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27
Kenka Bancho: Badass Rumble,PSP,2008,Action,Other,0.06,0,0.2,0.01,0.27
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Other,0.1,0,0.16,0.01,0.27
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Other,0.14,0,0.12,0.01,0.27
Final Doom,PS,1995,Shooter,Other,0.15,0.1,0,0.02,0.27
Gunship,PS,1996,Simulation,Other,0.15,0.1,0,0.02,0.27
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Other,0,0,0.25,0.02,0.27
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Other,0,0,0.25,0.02,0.27
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Other,0.15,0.1,0,0.02,0.27
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02,0.27
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27
Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0,0.02,0.27
Burstrick: Wake Boarding!!,PS,2000,Sports,Other,0.15,0.1,0,0.02,0.27
Sydney 2000,PS,2000,Sports,Other,0.15,0.1,0,0.02,0.27
MotoGP,PS2,2000,Racing,Namco Bandai,0.06,0.05,0.14,0.02,0.27
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Other,0.15,0.1,0,0.02,0.27
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Other,0.15,0.1,0,0.02,0.27
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02,0.27
Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0,0.02,0.27
Boogie,DS,2007,Misc,Electronic Arts,0.25,0,0,0.02,0.27
Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0,0.02,0.27
Ratatouille,X360,2007,Action,THQ,0.23,0.02,0,0.02,0.27
Super Collapse! 3,DS,2007,Puzzle,Other,0.25,0,0,0.02,0.27
The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27
Reader Rabbit Kindergarten,DS,2008,Misc,Other,0.25,0,0,0.02,0.27
Rock Revolution,X360,2008,Misc,Other,0.25,0,0,0.02,0.27
The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0,0.02,0.27
Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0,0,0.02,0.27
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Other,0.25,0,0,0.02,0.27
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,0.24,0.01,0,0.02,0.27
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0,0,0.02,0.27
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0,0,0.02,0.27
Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision,0.25,0,0,0.02,0.27
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Other,0.25,0,0,0.02,0.27
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27
Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.25,0,0,0.02,0.27
The Penguins of Madagascar,DS,2010,Action,THQ,0.13,0.12,0,0.02,0.27
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0,0.03,0.27
Section 8,X360,2009,Shooter,Other,0.15,0.09,0,0.03,0.27
Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.1,0,0.03,0.27
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.06,0,0.03,0.27
R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.12,0,0.03,0.27
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.15,0,0.03,0.27
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai,0.11,0.04,0.09,0.03,0.27
Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Other,0.08,0.11,0,0.08,0.27
G-Force,PS2,2009,Action,Other,0.12,0.01,0,0.14,0.27
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27
Castlevania: Aria of Sorrow,GBA,2003,Platform,Other,0.2,0.07,0,0,0.27
Mister Mosquito,PS2,2001,Shooter,Other,0.05,0.04,0.17,0.01,0.27
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai,0,0.07,0.19,0.01,0.27
Armored Core: Project Phantasma,PS,1997,Simulation,Other,0.06,0.04,0.15,0.02,0.27
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.27
Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0,0.02,0.27
Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.27
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.27
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,Other,0.25,0,0,0.02,0.27
My Japanese Coach,DS,2008,Misc,Ubisoft,0.25,0,0,0.02,0.27
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0,0.04,0.27
Bomberman Generation,GC,2002,Adventure,Other,0.15,0.04,0.06,0.01,0.26
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.26
Happy Feet,GC,2006,Action,Other,0.2,0.05,0,0.01,0.26
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,Other,0,0,0.24,0.02,0.26
WipEout XL,PS,1996,Racing,Other,0.14,0.1,0,0.02,0.26
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Other,0,0,0.24,0.02,0.26
Evil Zone,PS,1998,Fighting,Other,0.14,0.1,0,0.02,0.26
Crusaders of Might and Magic,PS,1999,Role-Playing,Other,0.14,0.1,0,0.02,0.26
Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.26
Blaster Master: Blasting Again,PS,2000,Shooter,Other,0.14,0.1,0,0.02,0.26
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,Other,0.14,0.1,0,0.02,0.26
Cars,X360,2006,Racing,THQ,0.22,0.02,0,0.02,0.26
Spelling Challenges and more!,PSP,2007,Misc,Other,0.24,0,0,0.02,0.26
We Love Golf!,Wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.26
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.26
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.14,0.04,0.06,0.02,0.26
Scrabble,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03,0.26
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Other,0.12,0.1,0,0.04,0.26
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,Other,0.17,0.01,0,0.08,0.26
Virtua Racing,GEN,1994,Racing,Sega,0,0,0.26,0,0.26
Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0,0,0.26
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,0.26,0,0.26
Doukyuusei if,SAT,1996,Role-Playing,Other,0,0,0.26,0,0.26
X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Other,0,0,0.26,0,0.26
The House of the Dead 2,DC,1998,Shooter,Sega,0,0,0.26,0,0.26
Duke Nukem: Zero Hour,N64,1999,Shooter,Other,0.21,0.05,0,0,0.26
Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Other,0.21,0.05,0,0,0.26
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,0.26,0,0.26
Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,Other,0.21,0.05,0,0,0.26
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,0.19,0.07,0,0,0.26
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,0.19,0.07,0,0,0.26
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0,0,0.26
Hey Arnold! The Movie,GBA,2002,Platform,THQ,0.19,0.07,0,0,0.26
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,Other,0.19,0.07,0,0,0.26
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Other,0.16,0.06,0.04,0,0.26
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0,0.26
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Other,0,0,0.26,0,0.26
Sengoku Basara 2,PS2,2006,Action,Capcom,0,0,0.26,0,0.26
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai,0.26,0,0,0,0.26
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai,0,0,0.26,0,0.26
DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0,0,0.26,0,0.26
SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai,0,0,0.26,0,0.26
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Other,0,0,0.26,0,0.26
Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai,0,0,0.26,0,0.26
Karaoke Joysound Wii,Wii,2008,Misc,Other,0.01,0,0.25,0,0.26
Love Plus,DS,2009,Simulation,Other,0,0,0.26,0,0.26
Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0,0,0.26,0,0.26
Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,0,0,0.26,0,0.26
A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai,0,0,0.26,0,0.26
Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
Star Wars: Bounty Hunter,GC,2002,Shooter,Other,0.2,0.05,0,0.01,0.26
Backyard NFL Football,GC,2002,Sports,Other,0.2,0.05,0,0.01,0.26
All-Star Baseball 2003,XB,2002,Sports,Other,0.19,0.06,0,0.01,0.26
Super Robot Taisen R,GBA,2002,Strategy,Other,0,0,0.25,0.01,0.26
Power Pro Kun Pocket 5,GBA,2003,Sports,Other,0,0,0.25,0.01,0.26
Outlaw Volleyball,XB,2003,Sports,Other,0.19,0.06,0,0.01,0.26
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01,0.26
Crash Nitro Kart,GC,2003,Racing,Other,0.2,0.05,0,0.01,0.26
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Other,0,0,0.25,0.01,0.26
Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,0.2,0.05,0,0.01,0.26
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Other,0.19,0.06,0,0.01,0.26
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,0.19,0.06,0,0.01,0.26
Beyblade: Metal Fusion,DS,2009,Role-Playing,Other,0.08,0.03,0.14,0.01,0.26
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Other,0.14,0.1,0,0.02,0.26
Choro Q3,PS,1998,Racing,Other,0,0,0.24,0.02,0.26
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Other,0.14,0.1,0,0.02,0.26
Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26
Dead or Alive Xtreme 2,X360,2006,Sports,Other,0.15,0.03,0.06,0.02,0.26
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Other,0.23,0.01,0,0.02,0.26
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26
Smart Girl's Playhouse,DS,2007,Misc,Other,0.24,0,0,0.02,0.26
Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,0.24,0,0,0.02,0.26
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Other,0.24,0,0,0.02,0.26
Babysitting Mania,DS,2008,Simulation,Other,0.24,0,0,0.02,0.26
Bratz Ponyz 2,DS,2008,Adventure,Other,0.24,0,0,0.02,0.26
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,0.22,0.02,0,0.02,0.26
We Cheer 2,Wii,2009,Simulation,Namco Bandai,0.24,0,0,0.02,0.26
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Other,0.13,0.06,0.05,0.02,0.26
TouchMaster 3(Others sales),DS,2009,Puzzle,Other,0,0.24,0,0.02,0.26
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.17,0.07,0,0.02,0.26
MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0,0,0.02,0.26
The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0,0,0.02,0.26
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Other,0.24,0,0,0.02,0.26
Project Runway,Wii,2010,Simulation,Atari,0.24,0,0,0.02,0.26
Plants vs. Zombies,X360,2010,Strategy,Other,0.24,0,0,0.02,0.26
Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.07,0,0.02,0.26
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0,0.03,0.26
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Other,0.13,0.1,0,0.03,0.26
Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Lowrider,PS2,2002,Misc,Other,0.11,0.09,0.03,0.03,0.26
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
Riding Spirits,PS2,2002,Racing,Other,0.13,0.1,0,0.03,0.26
Evolution Skateboarding,PS2,2002,Sports,Other,0.13,0.1,0,0.03,0.26
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26
King of Fighters: Maximum Impact,PS2,2004,Fighting,Other,0.13,0.1,0,0.03,0.26
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26
MLB SlugFest 2006,PS2,2006,Sports,Other,0.13,0.1,0,0.03,0.26
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0,0.03,0.26
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision,0.13,0.1,0,0.03,0.26
Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26
Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0,0.03,0.26
